Author,Movie,Userscore
Compi24,stranger-than-fiction,8
Spangle,the-bourne-identity,7
Compi24,the-bourne-identity,9
Spangle,stranger-than-fiction,8
RegOz,trapped,7
MovieGuys,back-to-the-future-part-ii,7
MovieGuys,the-bourne-identity,9
MovieGuys,back-to-the-future,8
Spangle,little-miss-sunshine,8
aaronpaul121,spirited-away,9
Compi24,little-miss-sunshine,7
TheWalrus2000,little-miss-sunshine,10
Compi24,back-to-the-future-part-iii,7
JohnnyStephens,pirates-of-the-caribbean-dead-mans-chest,10
aadityamudhar,the-bourne-identity,8
MovieGuys,pirates-of-the-caribbean-dead-mans-chest,8
joao1198pedro,pirates-of-the-caribbean-dead-mans-chest,7
Spangle,signs,8
aadityamudhar,back-to-the-future-part-iii,7
JamesL.,happy-feet,9
Compi24,signs,10
TheWalrus2000,signs,8
aadityamudhar,back-to-the-future-part-ii,8
MovieManiac83,pirates-of-the-caribbean-dead-mans-chest,8
Spangle,the-pursuit-of-happyness,7
Spangle,ravenous,7
aadityamudhar,pirates-of-the-caribbean-dead-mans-chest,7
Spangle,minority-report,7
Compi24,minority-report,9
Spangle,volver,9
aadityamudhar,back-to-the-future,9
Spangle,roman-holiday,9
Compi24,roman-holiday,7
MovieGuys,lilo-stitch,10
Compi24,glengarry-glen-ross,9
asylumspadez,smokin-aces,9
MovieGuys,antz,7
sinadoom,glengarry-glen-ross,6
Spangle,glengarry-glen-ross,8
Spangle,army-of-shadows,9
pabloaimar,glengarry-glen-ross,10
Spangle,men-in-black-ii,6
MovieManiac83,antz,8
MarkG.,the-last-king-of-scotland,9
aaronpaul121,ice-age,8
MovieGuys,the-sum-of-all-fears,7
Compi24,the-big-lebowski,10
Compi24,the-last-king-of-scotland,9
Moviebuffreview,spider-man,10
MovieGuys,zodiac,9
MovieGuys,spirit-stallion-of-the-cimarron,7
RegOz,perfume-the-story-of-a-murderer,10
MovieGuys,spider-man,10
Spangle,zodiac,9
Compi24,zodiac,10
Compi24,pretty-in-pink,6
devo-nc,star-wars-episode-ii---attack-of-the-clones,7
axelkoch,vacancy,8
Spangle,the-lookout,7
devo-nc,zodiac,10
spadenx,vacancy,10
Spangle,the-wind-that-shakes-the-barley,8
aaronpaul121,et-the-extra-terrestrial,9
spadenx,zodiac,7
spadenx,mr-deeds,7
aadityamudhar,ice-age,7
MovieGuys,et-the-extra-terrestrial,7
axelkoch,the-big-lebowski,7
Compi24,the-lookout,8
Spangle,insomnia,8
PatrickM.,borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan,9
MovieManiac83,insomnia,8
MovieGuys,the-big-lebowski,10
spadenx,the-scorpion-king,6
RegOz,nine-queens,10
MovieGuys,trading-places,8
spadenx,spider-man,7
Spangle,trading-places,7
MovieGuys,panic-room,10
Spangle,hollywood-ending,7
Compi24,spider-man,8
asylumspadez,death-to-smoochy,10
Spangle,panic-room,7
Spangle,one-flew-over-the-cuckoos-nest,6
Compi24,panic-room,9
Compi24,the-count-of-monte-cristo,7
Spangle,sunshine,6
Spangle,frailty,8
Compi24,sunshine,7
Compi24,one-flew-over-the-cuckoos-nest,10
asylumspadez,monsters-inc,7
Compi24,wild-hogs,6
Spangle,star-wars-episode-ii---attack-of-the-clones,6
MovieGuys,high-crimes,7
Spangle,310-to-yuma,8
MovieManiac83,panic-room,7
gzayas91,star-wars-episode-ii---attack-of-the-clones,10
aaronpaul121,monsters-inc,9
Spangle,close-encounters-of-the-third-kind,8
Compi24,310-to-yuma,9
MovieManiac83,spider-man,7
Compi24,monsters-inc,9
spadenx,1408,7
aadityamudhar,spider-man,8
TheWalrus2000,jackie-brown,8
Spangle,jackie-brown,8
MovieGuys,jackie-brown,8
Compi24,jackie-brown,7
MovieGuys,star-wars-episode-ii---attack-of-the-clones,7
MovieGuys,monsters-inc,9
aadityamudhar,jackie-brown,7
joao1198pedro,monsters-inc,8
Spangle,black-book,8
asylumspadez,i-now-pronounce-you-chuck-larry,8
spadenx,i-now-pronounce-you-chuck-larry,7
MovieManiac83,monsters-inc,8
Spangle,ronin,7
MovieManiac83,zodiac,8
MovieGuys,ronin,7
Compi24,in-the-bedroom,7
asylumspadez,bug,10
MovieGuys,scream-2,8
spadenx,bug,6
asylumspadez,scream-2,6
asylumspadez,john-q,8
Spangle,storytelling,8
Spangle,scream-2,6
MovieManiac83,scream-2,8
MovieGuys,down-and-out-in-beverly-hills,7
MovieGuys,speed,10
aaronpaul121,jimmy-neutron-boy-genius,6
RegOz,the-devils-backbone,8
Spangle,the-devils-backbone,8
asylumspadez,kung-pow-enter-the-fist,10
Spangle,the-shipping-news,6
RegOz,kate-leopold,7
Spangle,the-royal-tenenbaums,7
Spangle,kate-leopold,7
Compi24,i-am-sam,8
MovieGuys,max-keebles-big-move,7
Spangle,1408,8
Compi24,1408,9
Compi24,we-were-soldiers,7
KeithM.,gosford-park,10
Spangle,amelie,8
sinadoom,a-beautiful-mind,7
MovieGuys,amelie,9
Compi24,the-royal-tenenbaums,8
Spangle,a-beautiful-mind,8
axelkoch,a-beautiful-mind,9
Spangle,chungking-express,9
Compi24,gosford-park,7
Spangle,black-hawk-down,8
Broyax,chuen-jik-sat-sau,8
MovieGuys,a-time-to-kill,8
Compi24,black-hawk-down,8
Spangle,a-time-to-kill,8
MovieGuys,black-hawk-down,9
JohnnyStephens,from-hell,10
MovieGuys,mr-beans-vacation,7
Compi24,harry-potter-and-the-sorcerers-stone,8
Spangle,men-in-black,8
spadenx,the-lord-of-the-rings-the-fellowship-of-the-ring,8
MovieGuys,clear-and-present-danger,7
MovieGuys,men-in-black,8
Compi24,men-in-black,8
PatrickM.,waitress,10
Compi24,the-lord-of-the-rings-the-fellowship-of-the-ring,9
Spangle,oceans-eleven,8
Spangle,the-others,8
MovieGuys,the-lord-of-the-rings-the-fellowship-of-the-ring,10
MovieGuys,oceans-eleven,8
asylumspadez,harry-potter-and-the-sorcerers-stone,6
MovieManiac83,men-in-black,8
Spangle,ali,9
Compi24,ali,6
spadenx,kung-pow-enter-the-fist,10
Compi24,oceans-eleven,8
Compi24,highlander,6
Spangle,the-man-who-wasnt-there,6
TheWalrus2000,hot-rod,6
devo-nc,oceans-eleven,7
MovieGuys,fatal-attraction,7
Spangle,the-lord-of-the-rings-the-fellowship-of-the-ring,9
Spangle,speed-racer,6
Spangle,fatal-attraction,8
spadenx,harry-potter-and-the-sorcerers-stone,6
JohnnyStephens,the-lord-of-the-rings-the-fellowship-of-the-ring,8
Spangle,i-am-legend,7
aadityamudhar,iron-monkey,8
Spangle,enemy-of-the-state,7
Compi24,children-of-men,8
MovieGuys,enemy-of-the-state,8
joao1198pedro,the-lord-of-the-rings-the-fellowship-of-the-ring,10
Spangle,harry-potter-and-the-sorcerers-stone,7
Spangle,serendipity,7
Compi24,i-am-legend,8
Compi24,life-as-a-house,6
RegOz,the-jane-austen-book-club,6
Marick,war,6
Spangle,the-jane-austen-book-club,7
MovieManiac83,the-lord-of-the-rings-the-fellowship-of-the-ring,9
joao1198pedro,harry-potter-and-the-sorcerers-stone,7
Compi24,nixon,7
aadityamudhar,the-lord-of-the-rings-the-fellowship-of-the-ring,10
MovieGuys,nixon,8
Spangle,george-washington,8
Spangle,mulholland-dr,8
JoyceC.,juno,10
MovieManiac83,harry-potter-and-the-sorcerers-stone,7
Spangle,chinatown,9
Compi24,chinatown,7
MovieGuys,chinatown,10
Compi24,the-last-castle,7
Spangle,say-anything,8
Spangle,training-day,8
Compi24,training-day,9
Spangle,mars-attacks!,8
Spangle,in-the-mood-for-love,9
aadityamudhar,harry-potter-and-the-sorcerers-stone,7
Spangle,the-evil-dead-1983,8
Spangle,the-curse-of-the-jade-scorpion,6
TheWalrus2000,beverly-hills-cop,10
MovieGuys,beverly-hills-cop,9
Spangle,twin-peaks-fire-walk-with-me,8
Spangle,existenz,8
Compi24,quiz-show,8
Spangle,the-abyss,7
Compi24,zoolander,8
MovieGuys,groundhog-day,10
Compi24,the-abyss,9
asylumspadez,saw-iv,6
Compi24,groundhog-day,10
Spangle,beverly-hills-cop,7
asylumspadez,knocked-up,8
spadenx,saw-iv,6
Spangle,quiz-show,8
MovieGuys,rat-race,6
Compi24,knocked-up,7
MovieGuys,newsies,6
spadenx,borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan,7
MovieGuys,knocked-up,8
Marick,saw-iv,6
Spangle,groundhog-day,8
Spangle,sexy-beast,6
MovieGuys,american-pie-2,6
MovieGuys,bully,6
Spangle,lost-highway,8
Spangle,artificial-intelligence-ai,7
sinadoom,groundhog-day,8
Spangle,zoolander,7
Spangle,mash,7
devo-nc,american-gangster,9
Compi24,the-brave-one,6
Compi24,faceoff,9
Spangle,the-assassination-of-jesse-james-by-the-coward-robert-ford,8
aadityamudhar,zoolander,7
MovieGuys,faceoff,7
Compi24,mad-max-beyond-thunderdome,7
MovieGuys,the-fast-and-the-furious,7
MovieGuys,the-score,8
MovieGuys,rush-hour-2,10
JoyceC.,jurassic-park-iii,10
Spangle,the-score,7
Compi24,rush-hour-2,7
Spangle,following,8
Compi24,jurassic-park,9
Compi24,following,6
JoyceC.,jurassic-park,10
MovieGuys,das-boot,8
RegOz,goyas-ghosts,7
Spangle,superbad,7
Compi24,superbad,10
Marick,the-fast-and-the-furious,7
TheWalrus2000,how-the-grinch-stole-christmas,8
JCA.,jurassic-park-iii,10
Spangle,mystic-pizza,7
Compi24,chopper,6
asylumspadez,planet-of-the-apes,6
aadityamudhar,superbad,8
Spangle,moulin-rouge!,8
spadenx,planet-of-the-apes,6
MovieGuys,how-the-grinch-stole-christmas,6
axelkoch,death-at-a-funeral-2007,6
RegOz,reservoir-dogs,9
axelkoch,reservoir-dogs,8
MovieGuys,mr-magoriums-wonder-emporium,6
Spangle,apocalypse-now,9
axelkoch,apocalypse-now,9
MovieGuys,legally-blonde,7
Spangle,the-age-of-innocence,8
Spangle,the-purple-rose-of-cairo,7
aaronpaul121,shrek,7
Spangle,empire-of-the-sun,7
Spangle,the-remains-of-the-day,8
Spangle,hannah-and-her-sisters,8
spadenx,shrek,8
Spangle,jurassic-park,7
JoyceC.,songcatcher,10
RegOz,run-lola-run,9
Compi24,run-lola-run,7
Spangle,on-the-waterfront,8
Compi24,on-the-waterfront,9
sinadoom,reservoir-dogs,6
spadenx,reservoir-dogs,8
Spangle,reservoir-dogs,8
MovieGuys,jurassic-park,8
pabloaimar,the-godfather-part-iii,10
JamesE,the-godfather-part-iii,9
TheWalrus2000,reservoir-dogs,9
EddieM.,the-godfather-part-iii,9
DouglasM,the-godfather-part-iii,9
sinadoom,the-godfather,9
HudsonT,the-godfather-part-iii,9
PatrickM.,the-godfather-part-iii,10
RegOz,bridget-joness-diary,7
Spangle,bridget-joness-diary,7
Compi24,the-godfather-part-iii,8
joao1198pedro,dumb-and-dumber,8
sinadoom,american-gangster,9
Spangle,american-gangster,8
MovieGuys,reservoir-dogs,10
JaredK.,the-godfather-part-iii,10
MovieGuys,american-gangster,8
RexG.,the-godfather,10
RegOz,amores-perros,8
Marick,american-gangster,8
Compi24,across-the-universe,6
MovieGuys,the-mummy-returns,6
TheWalrus2000,the-godfather-part-iii,6
JohnnyStephens,the-godfather-part-iii,10
RegOz,30-days-of-night,9
joao1198pedro,the-godfather-part-iii,6
CharlesB,the-godfather-part-iii,7
MarkG.,the-godfather-part-iii,6
Compi24,30-days-of-night,6
MovieManiac83,reservoir-dogs,9
MovieManiac83,jurassic-park,8
Spangle,the-darjeeling-limited,8
axelkoch,the-darjeeling-limited,6
Compi24,play-misty-for-me,6
aadityamudhar,reservoir-dogs,10
GottlobF.,the-godfather-part-iii,6
devo-nc,the-godfather-part-iii,7
MovieGuys,shrek,7
RegOz,the-godfather-part-iii,9
duckhost,reservoir-dogs,10
Spangle,the-godfather-part-iii,7
axelkoch,the-godfather-part-iii,7
Spangle,blow,7
gzayas91,the-godfather-part-iii,10
Compi24,blow,8
MovieGuys,the-godfather-part-iii,7
Moviebuffreview,the-godfather,10
Marick,the-godfather-part-iii,9
Spangle,blood-simple,8
Spangle,michael-clayton,8
DanteGodfather7,the-godfather-part-iii,6
Broyax,blow,8
peraveen,the-godfather-part-iii,10
MovieGuys,blood-simple,8
aadityamudhar,the-godfather-part-iii,6
LaMagiadeVirue,the-godfather,10
MovieGuys,spy-kids,7
domnels234,the-godfather-part-iii,8
duckhost,the-godfather-part-iii,7
Ggslm,the-godfather-part-iii,8
Spangle,cape-fear,8
spadenx,no-country-for-old-men,8
MovieGuys,the-mask-of-zorro,8
Broyax,the-godfather-part-iii,9
soumyadeepdas,the-godfather-part-iii,8
MovieGuys,basic-instinct,7
MovieManiac83,shrek,8
Spangle,basic-instinct,7
Spangle,total-recall,8
Spangle,before-sunrise,8
Spangle,the-fisher-king,7
Spangle,scanners,6
RegOz,kramer-vs-kramer,9
Compi24,juno,7
Spangle,kramer-vs-kramer,8
Compi24,memento,10
asylumspadez,star-wars-episode-i---the-phantom-menace,10
JohnnyStephens,hannibal,6
Spangle,the-doors,8
Compi24,waiting-for-guffman,7
asylumspadez,forrest-gump,10
MovieGuys,a-clockwork-orange,10
PatrickM.,office-space,10
TheWalrus2000,memento,10
asylumspadez,3000-miles-to-graceland,8
spadenx,forrest-gump,9
JoyceC.,no-country-for-old-men,9
devo-nc,star-wars-episode-i---the-phantom-menace,6
EddieM.,the-godfather,10
MovieGuys,chocolat,8
Spangle,office-space,6
MovieGuys,the-gift,7
Compi24,office-space,7
MovieGuys,office-space,6
Spangle,chocolat,7
JoyceC.,the-seeker-the-dark-is-rising,10
Compi24,thirteen-days,7
devo-nc,pirates-of-the-caribbean-at-worlds-end,7
MovieManiac83,memento,9
Spangle,a-clockwork-orange,9
MovieGuys,die-hard-with-a-vengeance,8
MovieGuys,memento,9
EricR.,the-godfather,9
RegOz,memento,6
Compi24,die-hard-with-a-vengeance,7
JohnnyStephens,pirates-of-the-caribbean-at-worlds-end,10
JamesE,the-godfather,10
MovieGuys,pirates-of-the-caribbean-at-worlds-end,7
JoyceC.,bee-movie,10
MovieGuys,rounders,8
Spangle,rounders,7
Spangle,dead-man,8
MovieGuys,the-fugitive,9
asylumspadez,lethal-weapon-4,7
JCA.,bee-movie,10
Broyax,a-clockwork-orange,8
Spangle,forrest-gump,9
MovieGuys,the-shining,10
Compi24,forrest-gump,10
MovieGuys,crouching-tiger-hidden-dragon,9
Compi24,the-fugitive,10
Broyax,deep-blue-sea,6
gzayas91,star-wars-episode-i---the-phantom-menace,9
aadityamudhar,pirates-of-the-caribbean-at-worlds-end,6
JohnnyStephens,before-night-falls,10
LaMagiadeVirue,the-fugitive,8
MovieGuys,star-wars-episode-i---the-phantom-menace,6
Spangle,crouching-tiger-hidden-dragon,8
Spangle,cast-away,8
Compi24,snatch,6
Spangle,tootsie,7
Spangle,o-brother-where-art-thou,6
Broyax,the-fugitive,7
Compi24,tootsie,7
Compi24,cast-away,10
Spangle,traffic,8
MovieGuys,tootsie,9
Compi24,o-brother-where-art-thou,8
Compi24,traffic,8
MovieGuys,forrest-gump,10
Compi24,unbreakable,10
TheWalrus2000,unbreakable,10
aadityamudhar,snatch,8
Broyax,traffic,7
Compi24,best-in-show,7
Marick,forrest-gump,9
JohnnyStephens,requiem-for-a-dream,10
MovieGuys,miss-congeniality,7
joseap84,the-godfather,7
MovieGuys,requiem-for-a-dream,8
MovieManiac83,forrest-gump,8
Spangle,the-shining,10
Spangle,state-and-main,8
RegOz,quills,8
Spangle,the-pledge,7
Compi24,that-thing-you-do!,8
MovieGuys,the-professional,9
MovieGuys,the-emperors-new-groove,7
aadityamudhar,forrest-gump,9
asylumspadez,the-godfather,10
MovieGuys,rush-hour,10
Spangle,lock-stock-and-two-smoking-barrels,8
Compi24,lock-stock-and-two-smoking-barrels,8
Spangle,postcards-from-the-edge,7
Compi24,rush-hour,8
Spangle,the-professional,8
Compi24,the-professional,8
JaredK.,superman,10
Compi24,the-taking-of-pelham-one-two-three,7
MovieGuys,ghost,6
joseap84,billy-elliot,10
MovieGuys,the-taking-of-pelham-one-two-three,8
Compi24,space-cowboys,7
MovieGuys,a-midsummer-nights-dream,7
spadenx,the-godfather,10
MovieGuys,superman,7
Spangle,sabrina,8
Spangle,lost-in-america,8
JohnnyStephens,the-godfather,10
Broyax,terms-of-endearment,6
Spangle,no-country-for-old-men,8
aaronpaul121,the-godfather,10
devo-nc,the-godfather,8
RegOz,the-godfather,10
Spangle,requiem-for-a-dream,8
Spangle,the-godfather,10
Compi24,remember-the-titans,8
Broyax,nurse-betty,6
Compi24,the-godfather,10
Broyax,requiem-for-a-dream,8
MovieGuys,the-rock,8
TheWalrus2000,the-godfather,10
Spangle,wonder-boys,6
Compi24,charlie-wilsons-war,8
Spangle,the-rock,6
RegOz,funny-games,9
aadityamudhar,hellboy-ii-the-golden-army,7
MovieGuys,the-godfather,10
spadenx,big-daddy,6
aaronpaul121,toy-story-2,10
joao1198pedro,the-godfather,10
Broyax,seven-years-in-tibet,6
JoyceC.,the-golden-compass,10
Spangle,almost-famous,8
MovieGuys,almost-famous,8
Spangle,in-the-line-of-fire,8
joao1198pedro,toy-story-2,6
Spangle,thelma-louise,7
Compi24,manhunter,7
Marick,the-godfather,10
MovieGuys,the-thomas-crown-affair,8
MovieGuys,national-treasure-book-of-secrets,10
MovieManiac83,toy-story-2,9
MovieGuys,thelma-louise,8
RegOz,the-piano,7
MovieManiac83,dinosaur,8
Compi24,the-wedding-singer,7
MovieGuys,the-untouchables,6
Compi24,the-untouchables,7
PatrickM.,cloverfield,10
asylumspadez,tropic-thunder,8
MovieManiac83,the-godfather,10
spadenx,tropic-thunder,7
TheWalrus2000,the-way-of-the-gun,7
aadityamudhar,the-godfather,10
Spangle,tropic-thunder,8
Spangle,when-harry-met-sally,9
Compi24,tropic-thunder,8
Compi24,when-harry-met-sally,7
domnels234,the-godfather,10
duckhost,the-godfather,9
MovieGuys,predator,9
Broyax,the-godfather,8
aaronpaul121,the-spiderwick-chronicles,7
Compi24,predator,8
spadenx,street-kings,6
TheWalrus2000,the-conversation,10
Broyax,an-officer-and-a-gentleman,6
Spangle,small-time-crooks,7
Spangle,the-conversation,8
Spangle,the-virgin-suicides,7
Marick,scary-movie,6
MovieGuys,chicken-run,7
MovieManiac83,predator,8
aaronpaul121,chicken-run,9
spadenx,wall-street,7
Spangle,donnie-brasco,8
asylumspadez,rambo,8
Compi24,be-kind-rewind,6
Spangle,wall-street,7
Broyax,wall-street,6
Compi24,frequency,8
JohnnyStephens,nightwatch,10
MovieGuys,donnie-brasco,8
Spangle,predator,7
MovieGuys,fantasia-2000,8
EricR.,cloverfield,7
Spangle,the-perfect-storm,6
sinadoom,donnie-brasco,7
Spangle,u-571,7
Spangle,prince-of-darkness,9
sinadoom,shanghai-noon,7
JoyceC.,the-lost-world-jurassic-park,10
MovieGuys,shanghai-noon,6
Spangle,jaws,8
MovieGuys,jaws,10
Compi24,american-beauty,10
TheWalrus2000,pitch-black,6
MovieGuys,x-men,6
joao1198pedro,x-men,7
Compi24,jaws,10
MovieGuys,gladiator,8
Spangle,gladiator,8
aadityamudhar,x-men,7
Compi24,gladiator,9
Compi24,american-psycho,9
Compi24,the-visitor,8
Marick,gladiator,9
MovieManiac83,the-lost-world-jurassic-park,6
Spangle,this-is-spinal-tap,8
Compi24,this-is-spinal-tap,8
Spangle,american-beauty,9
Compi24,waking-ned-devine,6
MovieManiac83,gladiator,7
TheWalrus2000,american-beauty,10
aaronpaul121,the-fly,8
Compi24,the-fly,7
MovieGuys,american-beauty,10
Spangle,american-psycho,8
MovieManiac83,american-beauty,9
Spangle,erin-brockovich,6
aadityamudhar,gladiator,10
Compi24,the-cider-house-rules,9
Spangle,repo-man,8
Compi24,fargo,9
Spangle,ghost-dog-the-way-of-the-samurai,7
Compi24,the-naked-gun-from-the-files-of-police-squad!,10
Compi24,edward-scissorhands,9
spadenx,the-naked-gun-from-the-files-of-police-squad!,6
Spangle,the-dead-zone,7
MovieGuys,fargo,9
Compi24,the-dead-zone,8
Compi24,28-days,6
Spangle,the-crying-game,7
Compi24,the-crying-game,7
Spangle,high-fidelity,7
spadenx,the-mummy,7
MovieGuys,american-psycho,7
Spangle,braveheart,7
Compi24,forgetting-sarah-marshall,8
Spangle,the-naked-gun-from-the-files-of-police-squad!,9
MovieGuys,the-naked-gun-from-the-files-of-police-squad!,8
MovieGuys,the-mummy,7
Spangle,magnolia,9
Marick,forgetting-sarah-marshall,8
Spangle,forgetting-sarah-marshall,7
Spangle,mongol-the-rise-of-genghis-khan,7
Spangle,edward-scissorhands,8
Spangle,fargo,9
Spangle,everything-you-always-wanted-to-know-about-sex-but-were-afraid-to-ask,7
Spangle,the-hurricane,8
Spangle,all-about-my-mother,7
JaredK.,indiana-jones-and-the-kingdom-of-the-crystal-skull,10
Spangle,chasing-amy,7
RegOz,interview-with-the-vampire-the-vampire-chronicles,10
MovieGuys,married-to-the-mob,8
Spangle,the-green-mile,9
Compi24,the-talented-mr-ripley,8
Compi24,the-green-mile,10
MovieGuys,fight-club,10
Spangle,the-straight-story,7
MovieGuys,the-blair-witch-project,8
Spangle,galaxy-quest,8
Schmit93,being-john-malkovich,9
asylumspadez,no-country-for-old-men,7
Spangle,butch-cassidy-and-the-sundance-kid,8
Spangle,little-shop-of-horrors,7
Spangle,dogma,6
MovieGuys,the-firm,9
Compi24,little-shop-of-horrors,7
Compi24,the-firm,6
Spangle,the-last-temptation-of-christ,8
spadenx,the-green-mile,8
MovieGuys,galaxy-quest,6
JamesL.,the-dark-knight,10
Spangle,fight-club,9
aadityamudhar,the-blair-witch-project,10
Compi24,butch-cassidy-and-the-sundance-kid,7
axelkoch,the-green-mile,8
axelkoch,no-country-for-old-men,9
Compi24,sleepy-hollow,7
Compi24,dead-again,8
JohnnyStephens,the-green-mile,10
MovieGuys,the-green-mile,10
MovieGuys,clue,8
Spangle,man-on-the-moon,6
Spangle,being-john-malkovich,9
MovieGuys,stuart-little,7
Spangle,blue-velvet,8
Compi24,no-country-for-old-men,8
Compi24,boys-dont-cry,7
asylumspadez,clue,8
Spangle,clue,7
TheWalrus2000,no-country-for-old-men,10
Spangle,the-insider,8
MovieManiac83,the-green-mile,9
Compi24,the-insider,8
Spangle,poltergeist-1982,8
Compi24,poltergeist-1982,8
Spangle,showgirls,8
Compi24,fight-club,10
MovieGuys,the-insider,9
spadenx,fight-club,10
MovieGuys,tarzan,7
LaMagiadeVirue,no-country-for-old-men,6
Spangle,the-limey,6
TheWalrus2000,the-sixth-sense,10
MovieGuys,no-country-for-old-men,10
Compi24,the-sixth-sense,10
MovieGuys,double-jeopardy,7
Moviebuffreview,the-incredible-hulk,9
MovieGuys,the-sixth-sense,9
RegOz,entrapment,7
Compi24,quick-change,7
MovieGuys,eyes-wide-shut,8
JohnnyStephens,the-astronauts-wife,7
MovieGuys,absolute-power,6
Spangle,the-sixth-sense,8
axelkoch,fight-club,6
Spangle,three-kings,6
Compi24,the-incredible-hulk,8
MovieGuys,the-incredible-hulk,8
RegOz,cinema-paradiso,10
RegOz,stir-of-echoes,9
Compi24,malcolm-x,9
Spangle,manhattan,7
Spangle,stir-of-echoes,8
Spangle,eyes-wide-shut,9
Compi24,stir-of-echoes,6
Compi24,eyes-wide-shut,7
MovieGuys,manhattan,10
aaronpaul121,wall-e,9
PatrickM.,the-sixth-sense,10
aadityamudhar,the-incredible-hulk,6
Spangle,cinema-paradiso,9
JohnnyStephens,the-ninth-gate,10
Spangle,mansfield-park,7
MovieGuys,scream-3,6
TheWalrus2000,natural-born-killers,9
aadityamudhar,natural-born-killers,7
Spangle,wall-e,9
Spangle,the-ninth-gate,7
Broyax,the-ninth-gate,9
Compi24,the-princess-bride,8
Spangle,the-duchess,7
Spangle,midnight-cowboy,8
Compi24,fletch,7
Spangle,the-princess-bride,7
MovieGuys,the-princess-bride,8
Spangle,fast-times-at-ridgemont-high,8
Spangle,young-frankenstein,7
Spangle,lone-star,9
Compi24,fast-times-at-ridgemont-high,6
MovieGuys,rain-man,9
Compi24,the-shawshank-redemption,10
Compi24,dead-man-walking,8
Compi24,the-blues-brothers,6
Spangle,the-mosquito-coast,8
MovieGuys,dead-man-walking,8
Compi24,a-river-runs-through-it,8
Schmit93,fight-club,10
MovieGuys,american-pie,7
MovieManiac83,wall-e,7
MovieGuys,the-usual-suspects,10
Compi24,election-1999,8
RegOz,the-full-monty,10
asylumspadez,cloverfield,6
Spangle,clueless,7
Spangle,saving-private-ryan,9
Spangle,election-1999,6
Compi24,ferris-buellers-day-off,7
MovieGuys,election-1999,8
MovieGuys,saving-private-ryan,10
MovieManiac83,fight-club,10
Compi24,step-brothers,7
Spangle,broadcast-news,8
Compi24,broadcast-news,7
MovieGuys,broadcast-news,8
Broyax,falling-down,6
spadenx,cloverfield,7
Compi24,life-of-brian,7
aadityamudhar,fight-club,10
Spangle,the-usual-suspects,9
Spangle,the-iron-giant,7
MovieGuys,ferris-buellers-day-off,6
Spangle,labyrinth,7
Compi24,the-usual-suspects,10
Spangle,ferris-buellers-day-off,7
TheWalrus2000,the-usual-suspects,10
Spangle,10-things-i-hate-about-you,7
Moviebuffreview,iron-man,10
Spangle,robocop,8
Spangle,notting-hill,7
Compi24,robocop,6
Spangle,cloverfield,8
Spangle,life-of-brian,8
Compi24,cloverfield,8
Spangle,excalibur,6
Spangle,four-weddings-and-a-funeral,7
Moviebuffreview,the-dark-knight,10
asylumspadez,saving-private-ryan,8
Spangle,breakfast-at-tiffanys,7
MarkG.,life-is-beautiful,10
Spangle,always,6
Spangle,deathtrap,6
MovieGuys,heat,10
Spangle,life-is-beautiful,9
Spangle,the-thin-red-line,9
Spangle,welcome-to-the-dollhouse,8
MovieGuys,monty-python-and-the-holy-grail,9
JohnnyStephens,titanic,10
MovieGuys,titanic,10
axelkoch,iron-man,7
Spangle,analyze-this,8
MovieManiac83,cloverfield,7
sinadoom,heat,9
Spangle,raising-arizona,6
Spangle,heat,8
MovieGuys,raising-arizona,7
Compi24,iron-man,9
aadityamudhar,cloverfield,7
RegOz,shakespeare-in-love,6
Spangle,shakespeare-in-love,8
MovieGuys,shakespeare-in-love,8
Spangle,gallipoli,7
Spangle,a-simple-plan,7
Spangle,witness,7
Compi24,a-simple-plan,7
Compi24,heat,8
MovieGuys,witness,7
Marick,heat,6
MovieGuys,iron-man,8
joao1198pedro,iron-man,7
Spangle,monty-python-and-the-holy-grail,8
Spangle,mighty-aphrodite,8
Spangle,the-adventures-of-baron-munchausen,8
Spangle,days-of-thunder,7
Spangle,rushmore,8
Compi24,the-adventures-of-baron-munchausen,7
Spangle,youve-got-mail,7
Compi24,true-lies,8
RegOz,bonnie-and-clyde,8
MovieGuys,rushmore,8
Spangle,bonnie-and-clyde,8
Compi24,bonnie-and-clyde,8
MovieGuys,bonnie-and-clyde,8
Spangle,elizabeth,6
spadenx,the-shawshank-redemption,9
Compi24,brazil,6
TheWalrus2000,diner,10
RegOz,the-shawshank-redemption,9
Spangle,true-lies,8
Spangle,brazil,9
Spangle,the-last-days-of-disco,9
Spangle,amistad,7
aaronpaul121,titanic,9
Spangle,beautiful-girls,7
Schmit93,american-history-x,10
MovieGuys,full-metal-jacket,10
Spangle,american-history-x,9
Spangle,heathers,7
axelkoch,american-history-x,9
JohnnyStephens,alien-resurrection,6
MovieManiac83,iron-man,8
asylumspadez,american-history-x,8
asylumspadez,south-park-bigger-longer-uncut,8
Spangle,sense-and-sensibility,9
domnels234,american-history-x,10
Spangle,a-fish-called-wanda,8
aadityamudhar,iron-man,8
Spangle,full-metal-jacket,9
Compi24,full-metal-jacket,8
Spangle,clerks,7
TheWalrus2000,full-metal-jacket,10
MovieGuys,home-alone,9
JohnnyStephens,the-shawshank-redemption,10
Marick,the-matrix,9
